id,type_of_contract,type_of_contract2,channel,datetime,Term,payment_type,product,amount,state,overdue_count,overdue,credit rating,bank,cancellation,age,Mileage
66758136,렌탈,Promotion,서비스 방문,2019-10-22,60,CMS,K2,90900,계약확정,0,없음,7.0,롯데카드,정상,46.677856438432876,
66759101,렌탈,Package,홈쇼핑/방송,2019-10-22,60,CMS,K2,81900,계약확정,0,없음,1.0,국민은행,정상,46.48280706781609,
66757554,렌탈,Promotion,일반,2019-10-22,60,CMS,K1,96900,계약확정,0,없음,4.0,국민은행,정상,46.567596068674895,
66759184,렌탈,Promotion,렌탈총판,2019-10-22,60,카드이체,K1,105900,계약확정,0,없음,1.0,BC카드,정상,46.45369693193132,
66759535,렌탈,Promotion,서비스 방문,2019-10-22,60,CMS,K2,90900,계약확정,0,없음,4.0,농협은행,정상,46.574873602646086,
66755691,렌탈,Promotion,서비스 방문,2019-10-22,60,CMS,K1,105900,계약확정,0,없음,3.0,국민은행,정상,46.52235215578917,
66320836,렌탈,Normal,홈쇼핑/방송,2019-10-22,36,카드이체,K1,96900,계약확정,0,없음,7.0,국민카드,정상,46.89932914073588,
66195211,렌탈,Extension_Rental,서비스 방문,2019-10-22,60,카드이체,K1,96900,계약확정,0,없음,7.0,롯데카드,정상,46.67057890446168,
66300982,렌탈,Extension_Rental,서비스 방문,2019-10-22,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.464613232888105,
66759329,렌탈,Promotion,전자랜드,2019-10-22,60,CMS,K1,105900,계약확정,0,없음,2.0,우리은행,정상,46.48802454386025,
66759236,렌탈,Normal,서비스 방문,2019-10-22,60,카드이체,K2,87900,계약확정,0,없음,2.0,롯데카드,정상,46.50985714577382,
66754246,렌탈,Package,전자랜드,2019-10-22,60,카드이체,K1,81900,계약확정,0,없음,2.0,롯데카드,정상,46.51713467974502,
66758491,렌탈,Normal,서비스 방문,2019-10-22,60,CMS,K1,96900,계약확정,0,없음,3.0,국민은행,정상,46.533268456745965,
66759352,렌탈,Normal,홈쇼핑/방송,2019-10-22,60,CMS,K1,96900,계약확정,0,없음,5.0,신한은행,정상,46.601923680603825,
66758513,렌탈,Normal,서비스 방문,2019-10-22,60,CMS,K1,124200,계약확정,0,없음,6.0,농협은행,정상,46.603138512963824,
66757143,렌탈,Package,홈쇼핑/방송,2019-10-22,60,CMS,K1,81900,계약확정,0,없음,1.0,신한은행,정상,46.48280706781609,
66758181,렌탈,Package,홈쇼핑/방송,2019-10-22,60,카드이체,K1,81900,계약확정,0,없음,2.0,롯데카드,정상,46.51713467974502,
66759194,렌탈,Package,홈쇼핑/방송,2019-10-22,60,CMS,K2,81900,계약확정,0,없음,8.0,농협은행,정상,46.72310035131859,
66755880,렌탈,Promotion,서비스 방문,2019-10-23,60,CMS,K2,90900,계약확정,0,없음,1.0,대구은행,정상,46.471890766859296,
66759126,렌탈,Package,홈쇼핑/방송,2019-10-23,60,카드이체,K1,81900,계약확정,0,없음,3.0,롯데카드,정상,46.55146229167394,
66759652,렌탈,Package,홈쇼핑/방송,2019-10-23,60,CMS,K2,81900,계약확정,0,없음,1.0,우리은행,정상,46.48280706781609,
66466141,렌탈,Promotion,서비스 방문,2019-10-23,60,CMS,K3,90900,계약확정,0,없음,6.0,국민은행,정상,46.643528826503946,
66759886,렌탈,Package,홈쇼핑/방송,2019-10-23,60,CMS,K2,81900,계약확정,0,없음,2.0,우리은행,정상,46.51713467974502,
66758268,렌탈,Normal,서비스 방문,2019-10-23,60,CMS,K2,105900,계약확정,5,있음,4.0,경남은행,정상,46.10602983235621,
66759924,렌탈,Package,하이마트,2019-10-23,60,CMS,K1,81900,계약확정,0,없음,5.0,신한은행,정상,46.6201175155318,
66758538,렌탈,Normal,홈쇼핑/방송,2019-10-23,60,CMS,K1,96900,계약확정,0,없음,8.0,신한은행,정상,46.70490651639061,
66759434,렌탈,Package,홈쇼핑/방송,2019-10-23,60,CMS,K2,81900,계약확정,0,없음,1.0,하나은행,정상,46.48280706781609,
66759744,렌탈,Package,홈쇼핑/인터넷,2019-10-23,60,카드이체,K1,81900,계약확정,0,없음,2.0,롯데카드,정상,46.51713467974502,
66177415,렌탈,Extension_Rental,서비스 방문,2019-10-23,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.464613232888105,
66760164,렌탈,Package,홈쇼핑/방송,2019-10-23,60,카드이체,K2,81900,계약확정,0,없음,6.0,삼성카드,정상,46.65444512746073,
66470046,렌탈,Promotion,서비스 방문,2019-10-23,60,CMS,K3,90900,계약확정,0,없음,4.0,하나은행,정상,46.574873602646086,
66759838,렌탈,Promotion,영업방판,2019-10-23,60,카드이체,K1,111900,계약확정,0,없음,3.0,롯데카드,정상,46.51507462181798,
66759731,렌탈,Normal,렌탈총판,2019-10-23,60,카드이체,K1,96900,계약확정,0,없음,2.0,롯데카드,정상,46.498940844817035,
66759978,렌탈,Promotion,하이마트,2019-10-23,60,CMS,K1,96900,계약확정,0,없음,5.0,국민은행,정상,46.601923680603825,
66759651,렌탈,Package,홈쇼핑/방송,2019-10-23,60,카드이체,K1,81900,계약확정,0,없음,5.0,롯데카드,정상,46.6201175155318,
66585260,렌탈,Promotion,서비스 방문,2019-10-23,60,CMS,K2,90900,계약확정,1,있음,4.0,농협은행,정상,46.484743615573706,
66759934,렌탈,Normal,홈쇼핑/방송,2019-10-23,60,카드이체,K1,96900,계약확정,0,없음,5.0,롯데카드,정상,46.601923680603825,
66760207,렌탈,Package,홈쇼핑/방송,2019-10-23,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.48280706781609,
66759873,렌탈,Promotion,홈쇼핑/인터넷,2019-10-23,60,카드이체,K1,105900,계약확정,0,없음,6.0,롯데카드,정상,46.62533499157596,
66759950,렌탈,Promotion,렌탈총판,2019-10-23,60,카드이체,K1,105900,계약확정,0,없음,2.0,롯데카드,정상,46.48802454386025,
66759082,렌탈,Promotion,서비스 방문,2019-10-23,60,CMS,K2,90900,계약확정,0,없음,1.0,농협은행,정상,46.471890766859296,
66759306,렌탈,Normal,서비스 방문,2019-10-23,60,CMS,K2,87900,계약확정,0,없음,1.0,국민은행,정상,46.47552953384489,
66759277,렌탈,Normal,서비스 방문,2019-10-23,60,CMS,K1,96900,계약확정,0,없음,2.0,농협은행,정상,46.498940844817035,
66757214,렌탈,Promotion,홈쇼핑/방송,2019-10-23,60,CMS,K1,96900,계약확정,0,없음,7.0,농협은행,정상,46.67057890446168,
66759939,렌탈,Package,홈쇼핑/방송,2019-10-23,60,CMS,K2,81900,계약확정,0,없음,1.0,국민은행,정상,46.48280706781609,
66759631,렌탈,Promotion,영업방판,2019-10-23,60,CMS,K1,105900,계약확정,0,없음,2.0,우리은행,정상,46.48802454386025,
66746173,렌탈,Package,홈쇼핑/방송,2019-10-23,60,카드이체,K2,80400,계약확정,0,없음,2.0,롯데카드,정상,46.518954063237814,
66760381,렌탈,Normal,홈쇼핑/방송,2019-10-24,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.464613232888105,
66545993,렌탈,Extension_Rental,서비스 방문,2019-10-24,60,카드이체,K1,96900,계약확정,0,없음,4.0,롯데카드,정상,46.567596068674895,
66760199,렌탈,Package,홈쇼핑/방송,2019-10-24,60,CMS,K2,81900,계약확정,0,없음,5.0,신한은행,정상,46.6201175155318,
66757250,렌탈,Package,홈쇼핑/방송,2019-10-24,60,CMS,K2,81900,계약확정,0,없음,4.0,하나은행,정상,46.58578990360287,
66760636,렌탈,Package,홈쇼핑/방송,2019-10-24,60,CMS,K1,81900,계약확정,0,없음,9.0,농협은행,정상,46.75742796324752,
66425598,렌탈,Extension_Rental,서비스 방문,2019-10-24,60,카드이체,K1,96900,계약확정,0,없음,6.0,롯데카드,정상,46.63625129253275,
66311861,멤버십,TAS,렌탈재계약,2019-10-24,12,CMS,K1,66900,계약확정,0,없음,3.0,국민은행,정상,47.027156599150324,
66758487,렌탈,Promotion,서비스 방문,2019-10-24,39,CMS,K5,120900,계약확정,0,없음,4.0,농협은행,정상,46.73864238953004,
66758554,렌탈,Promotion,하이마트,2019-10-24,60,CMS,K1,111900,계약확정,0,없음,1.0,국민은행,정상,46.44641939796012,
66760584,렌탈,Package,홈쇼핑/방송,2019-10-24,60,CMS,K1,81900,계약확정,1,있음,6.0,국민은행,정상,46.56431514038835,
66544392,렌탈,Promotion,서비스 방문,2019-10-24,60,카드이체,K2,90900,계약확정,0,없음,2.0,롯데카드,정상,46.506218378788226,
66760633,렌탈,Promotion,렌탈총판,2019-10-24,60,CMS,K1,105900,계약확정,0,없음,6.0,국민은행,정상,46.62533499157596,
66760113,렌탈,Promotion,하이마트,2019-10-24,60,CMS,K1,111900,계약확정,0,없음,3.0,우리은행,정상,46.51507462181798,
66226027,렌탈,Extension_Rental,서비스 방문,2019-10-24,60,CMS,K1,96900,계약확정,0,없음,5.0,농협은행,정상,46.601923680603825,
66723017,렌탈,Promotion,서비스 방문,2019-10-24,60,CMS,K2,90900,계약확정,1,있음,7.0,기업은행,정상,46.587726451360496,
66760518,렌탈,Promotion,서비스 방문,2019-10-24,60,CMS,K2,90900,계약확정,0,없음,3.0,국민은행,정상,46.540545990717156,
66759248,렌탈,Normal,홈쇼핑/방송,2019-10-24,60,CMS,K1,96900,계약확정,0,없음,5.0,우리은행,정상,46.601923680603825,
66760288,렌탈,Promotion,하이마트,2019-10-24,60,카드이체,K1,111900,계약확정,0,없음,1.0,롯데카드,정상,46.44641939796012,
66756513,렌탈,Promotion,렌탈총판,2019-10-24,60,CMS,K1,105900,계약확정,0,없음,1.0,국민은행,정상,46.45369693193132,
66760290,렌탈,Normal,서비스 방문,2019-10-24,60,CMS,K1,96900,계약확정,0,없음,5.0,농협은행,정상,46.601923680603825,
66758531,렌탈,Normal,서비스 방문,2019-10-24,60,CMS,K2,110700,계약확정,0,없음,7.0,농협은행,정상,46.65384057632794,
66267971,멤버십,TAS,렌탈재계약,2019-10-24,12,CMS,K1,66900,계약확정,0,없음,3.0,국민은행,,47.027156599150324,
66758838,렌탈,Promotion,영업방판,2019-10-24,39,카드이체,K5,120900,계약확정,0,없음,1.0,롯데카드,정상,46.63565955374326,
66500045,렌탈,Extension_Rental,서비스 방문,2019-10-24,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.464613232888105,
66289570,렌탈,Package,홈쇼핑/방송,2019-10-24,60,카드이체,K2,81900,계약확정,0,없음,6.0,국민카드,정상,46.65444512746073,
66658695,렌탈,Package,홈쇼핑/방송,2019-10-24,60,카드이체,K1,81900,계약확정,0,없음,3.0,신한카드,정상,46.55146229167394,
66760082,렌탈,Promotion,서비스 방문,2019-10-24,39,카드이체,K5,120900,계약확정,0,없음,3.0,롯데카드,정상,46.70431477760111,
66760191,렌탈,Package,서비스 방문,2019-10-24,60,CMS,K2,89400,계약확정,0,없음,5.0,국민은행,정상,46.61102059806781,
66760702,렌탈,Promotion,영업방판,2019-10-24,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.45369693193132,
66758265,렌탈,Package,서비스 방문,2019-10-24,60,카드이체,K1,98400,계약확정,0,없음,1.0,롯데카드,정상,46.46279384939531,
66760731,렌탈,Promotion,하이마트,2019-10-24,60,CMS,K1,105900,계약확정,0,없음,1.0,경남은행,정상,46.45369693193132,
66166462,렌탈,Package,홈쇼핑/방송,2019-10-24,60,카드이체,K1,81900,계약확정,0,없음,2.0,현대카드,정상,46.51713467974502,
66423845,멤버십,TAS,렌탈재계약,2019-10-24,12,CMS,K1,66900,계약확정,0,없음,4.0,농협은행,정상,47.061484211079254,
66757512,렌탈,Package,홈쇼핑/방송,2019-10-24,60,카드이체,K1,81900,계약확정,0,없음,2.0,롯데카드,정상,46.51713467974502,
66760462,렌탈,Package,홈쇼핑/방송,2019-10-24,60,CMS,K2,81900,계약확정,0,없음,6.0,신한은행,정상,46.65444512746073,
66760230,렌탈,Package,홈쇼핑/방송,2019-10-24,60,카드이체,K2,81900,계약확정,0,없음,1.0,롯데카드,정상,46.48280706781609,
66758669,렌탈,Normal,홈쇼핑/방송,2019-10-25,60,CMS,K1,96900,계약확정,0,없음,1.0,우리은행,정상,46.464613232888105,
66356084,렌탈,Promotion,일반,2019-10-25,60,CMS,K1,96900,계약확정,0,없음,3.0,하나은행,정상,46.533268456745965,
66760292,렌탈,Promotion,홈쇼핑/방송,2019-10-25,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.464613232888105,
66758100,렌탈,Normal,서비스 방문,2019-10-25,60,카드이체,K1,87900,계약확정,0,없음,1.0,롯데카드,정상,46.47552953384489,
66759949,렌탈,Package,홈쇼핑/방송,2019-10-25,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.48280706781609,
66760070,렌탈,Package,홈쇼핑/방송,2019-10-25,60,CMS,K2,81900,계약확정,0,없음,6.0,농협은행,정상,46.65444512746073,
66758347,렌탈,Promotion,서비스 방문,2019-10-25,60,카드이체,K2,90900,계약확정,0,없음,3.0,롯데카드,정상,46.540545990717156,
66642630,렌탈,Promotion,서비스 방문,2019-10-25,60,CMS,K3,90900,계약확정,0,없음,5.0,국민은행,정상,46.609201214575016,
66758310,렌탈,Promotion,전자랜드,2019-10-25,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.464613232888105,
66758591,렌탈,Promotion,하이마트,2019-10-25,60,CMS,K1,96900,계약확정,0,없음,4.0,우리은행,정상,46.567596068674895,
66716844,렌탈,Promotion,서비스 방문,2019-10-25,60,CMS,K2,90900,계약확정,0,없음,5.0,농협은행,정상,46.609201214575016,
66755464,렌탈,Package,홈쇼핑/방송,2019-10-25,60,카드이체,K2,81900,계약확정,0,없음,2.0,신한카드,정상,46.51713467974502,
66760917,렌탈,Package,홈쇼핑/방송,2019-10-25,60,카드이체,K2,81900,계약확정,0,없음,3.0,롯데카드,정상,46.55146229167394,
66759522,렌탈,Package,홈쇼핑/방송,2019-10-25,60,카드이체,K2,81900,계약확정,0,없음,7.0,롯데카드,정상,46.68877273938966,
66714727,렌탈,Promotion,서비스 방문,2019-10-25,60,카드이체,K2,90900,계약확정,0,없음,6.0,롯데카드,정상,46.643528826503946,
66758990,렌탈,Promotion,홈쇼핑/방송,2019-10-25,60,카드이체,K1,105900,계약확정,0,없음,2.0,현대카드,정상,46.48802454386025,
66760919,렌탈,Package,홈쇼핑/방송,2019-10-25,60,카드이체,K2,81900,계약확정,0,없음,1.0,신한카드,정상,46.48280706781609,
66760922,렌탈,Package,홈쇼핑/방송,2019-10-25,60,카드이체,K1,81900,계약확정,0,없음,2.0,신한카드,정상,46.51713467974502,
66759975,렌탈,Normal,서비스 방문,2019-10-25,60,CMS,K2,96900,계약확정,0,없음,2.0,국민은행,정상,46.498940844817035,
66759373,렌탈,Package,홈쇼핑/방송,2019-10-25,60,카드이체,K1,81900,계약확정,0,없음,4.0,롯데카드,정상,46.58578990360287,
66444669,렌탈,Promotion,서비스 방문,2019-10-25,60,CMS,K1,105900,계약확정,0,없음,2.0,국민은행,정상,46.48802454386025,
66760989,렌탈,Package,홈쇼핑/방송,2019-10-25,60,CMS,K1,81900,계약확정,0,없음,1.0,우리은행,정상,46.48280706781609,
66757841,렌탈,Package,홈쇼핑/방송,2019-10-25,60,카드이체,K2,81900,계약확정,0,없음,3.0,롯데카드,정상,46.55146229167394,
66423128,멤버십,TAS,렌탈재계약,2019-10-25,12,CMS,K1,66900,계약확정,0,없음,4.0,농협은행,정상,47.061484211079254,
66760743,렌탈,Normal,렌탈총판,2019-10-25,60,CMS,K1,96900,계약확정,0,없음,5.0,국민은행,정상,46.601923680603825,
66187999,렌탈,Package,서비스 방문,2019-10-25,60,CMS,K1,98400,계약확정,1,있음,7.0,국민은행,정상,46.5786295338965,
66674105,렌탈,Promotion,서비스 방문,2019-10-25,60,카드이체,K2,90900,계약확정,0,없음,7.0,롯데카드,정상,46.677856438432876,
66760533,렌탈,Normal,홈쇼핑/방송,2019-10-25,60,CMS,K1,96900,계약확정,0,없음,7.0,신한은행,정상,46.67057890446168,
66760916,렌탈,Package,홈쇼핑/방송,2019-10-25,60,카드이체,K2,81900,계약확정,0,없음,5.0,롯데카드,정상,46.6201175155318,
66760350,렌탈,Package,서비스 방문,2019-10-25,60,CMS,K2,89400,계약확정,0,없음,1.0,국민은행,정상,46.4737101503521,
66758499,렌탈,Package,홈쇼핑/방송,2019-10-25,60,CMS,K1,81900,계약확정,0,없음,5.0,국민은행,정상,46.6201175155318,
66210216,렌탈,Extension_Rental,서비스 방문,2019-10-25,60,CMS,K1,96900,계약확정,0,없음,7.0,농협은행,정상,46.67057890446168,
66760697,렌탈,Package,홈쇼핑/방송,2019-10-25,60,CMS,K2,81900,계약확정,0,없음,1.0,농협은행,정상,46.48280706781609,
66424057,멤버십,TAS,렌탈재계약,2019-10-25,12,CMS,K1,66900,계약확정,0,없음,3.0,국민은행,정상,47.027156599150324,
66342006,렌탈,Extension_Rental,서비스 방문,2019-10-25,60,CMS,K1,84900,계약확정,0,없음,6.0,농협은행,정상,46.65080636047514,
66760005,렌탈,Package,홈쇼핑/방송,2019-10-25,60,카드이체,K1,81900,계약확정,0,없음,2.0,롯데카드,정상,46.51713467974502,
66761091,렌탈,Package,홈쇼핑/방송,2019-10-25,60,CMS,K2,81900,계약확정,0,없음,5.0,새마을금고,정상,46.6201175155318,
66759802,렌탈,Normal,렌탈총판,2019-10-25,60,CMS,K1,96900,계약확정,0,없음,3.0,국민은행,정상,46.533268456745965,
66758994,렌탈,Promotion,서비스 방문,2019-10-26,60,CMS,K2,90900,계약확정,0,없음,3.0,농협은행,정상,46.540545990717156,
66717597,렌탈,Normal,홈쇼핑/방송,2019-10-26,60,카드이체,K1,105900,계약확정,0,없음,6.0,롯데카드,정상,46.62533499157596,
66131616,렌탈,Extension_Rental,서비스 방문,2019-10-26,60,CMS,K4,120900,계약확정,0,없음,7.0,기업은행,정상,46.64146876857691,
66760749,렌탈,Package,홈쇼핑/방송,2019-10-27,60,CMS,K2,81900,계약확정,0,없음,4.0,기업은행,정상,46.58578990360287,
66760719,렌탈,Normal,서비스 방문,2019-10-27,60,CMS,K1,105900,계약확정,0,없음,2.0,농협은행,정상,46.48802454386025,
66760882,렌탈,Promotion,영업방판,2019-10-27,39,CMS,K5,120900,계약확정,0,없음,6.0,농협은행,정상,46.8072976133879,
66760393,렌탈,Normal,렌탈총판,2019-10-27,60,CMS,K1,105900,계약확정,0,없음,8.0,우리은행,정상,46.69399021543382,
66209403,렌탈,Extension_Rental,서비스 방문,2019-10-27,60,CMS,K1,96900,계약확정,0,없음,2.0,농협은행,정상,46.498940844817035,
66760740,렌탈,Normal,서비스 방문,2019-10-27,36,CMS,K2,102900,계약확정,0,없음,1.0,국민은행,정상,46.68608593519111,
66759736,렌탈,Normal,렌탈총판,2019-10-27,60,카드이체,K4,126900,계약확정,0,없음,1.0,삼성카드,정상,46.42822556303214,
66172344,렌탈,Extension_Rental,서비스 방문,2019-10-27,60,CMS,K1,96900,계약확정,0,없음,2.0,대구은행,정상,46.498940844817035,
66760856,렌탈,Package,홈쇼핑/방송,2019-10-27,60,CMS,K1,81900,계약확정,0,없음,2.0,하나은행,정상,46.51713467974502,
66758360,렌탈,Normal,서비스 방문,2019-10-27,60,CMS,K1,118200,계약확정,0,없음,2.0,부산은행,정상,46.4731055992193,
66760557,렌탈,Normal,렌탈총판,2019-10-27,60,CMS,K1,108900,계약확정,0,없음,2.0,우체국,정상,46.484385776874646,
